sentence,sentence_type,intent,date,opportunity
test_endpoint,exclamation,commanding,2025-08-04 09:17:23,
test_endpoint,exclamation,commanding,2025-08-04 09:17:35,
test_endpoint,exclamation,commanding,2025-08-04 09:17:47,
test_endpoint,exclamation,commanding,2025-08-04 09:17:59,
test_endpoint,exclamation,commanding,2025-08-04 09:18:13,
test_endpoint,exclamation,commanding,2025-08-04 09:18:24,
test_endpoint,exclamation,commanding,2025-08-04 09:18:36,
test_endpoint,exclamation,commanding,2025-08-04 09:18:50,
test_endpoint,exclamation,commanding,2025-08-04 09:19:03,
test_endpoint,exclamation,commanding,2025-08-04 09:19:14,
test_endpoint,exclamation,commanding,2025-08-04 09:19:26,
test_endpoint,exclamation,commanding,2025-08-04 09:19:36,
test_endpoint,exclamation,commanding,2025-08-04 09:19:50,
test_endpoint,exclamation,commanding,2025-08-04 09:20:01,
test_endpoint,exclamation,commanding,2025-08-04 09:20:16,
test_endpoint,exclamation,commanding,2025-08-04 09:20:27,
test_endpoint,exclamation,commanding,2025-08-04 09:20:37,
test_endpoint,exclamation,commanding,2025-08-04 09:20:48,
test_endpoint,exclamation,commanding,2025-08-04 09:21:03,
test_endpoint,exclamation,commanding,2025-08-04 09:21:18,
test_endpoint,exclamation,commanding,2025-08-04 09:21:33,
test_endpoint,exclamation,commanding,2025-08-04 09:21:54,
test_endpoint,exclamation,commanding,2025-08-04 09:22:16,
test_endpoint,exclamation,commanding,2025-08-04 09:22:40,
test_endpoint,exclamation,commanding,2025-08-04 09:23:06,
test_endpoint,exclamation,commanding,2025-08-04 09:23:28,
test_endpoint,exclamation,commanding,2025-08-04 09:23:52,
test_endpoint,exclamation,commanding,2025-08-04 09:24:10,
test_endpoint,exclamation,commanding,2025-08-04 09:24:35,
test_endpoint,exclamation,commanding,2025-08-04 09:25:00,
test_endpoint,exclamation,commanding,2025-08-04 09:25:20,
test_endpoint,exclamation,commanding,2025-08-04 09:25:45,
test_endpoint,exclamation,commanding,2025-08-04 09:26:16,
test_endpoint,exclamation,commanding,2025-08-04 09:26:36,
test_endpoint,exclamation,commanding,2025-08-04 09:26:56,
test_endpoint,exclamation,commanding,2025-08-04 09:27:16,
test_endpoint,exclamation,commanding,2025-08-04 09:27:34,
test_endpoint,exclamation,commanding,2025-08-04 09:27:56,
test_endpoint,exclamation,commanding,2025-08-04 09:28:11,
test_endpoint,exclamation,commanding,2025-08-04 09:28:26,
test_endpoint,exclamation,commanding,2025-08-04 09:28:40,
test_endpoint,exclamation,commanding,2025-08-04 09:28:54,
test_endpoint,exclamation,commanding,2025-08-04 09:29:07,
test_endpoint,exclamation,commanding,2025-08-04 09:29:20,
test_endpoint,exclamation,commanding,2025-08-04 09:29:33,
test_endpoint,exclamation,commanding,2025-08-04 09:29:45,
test_endpoint,exclamation,commanding,2025-08-04 09:29:57,
test_endpoint,exclamation,commanding,2025-08-04 09:30:09,
test_endpoint,exclamation,commanding,2025-08-04 09:30:22,
test_endpoint,exclamation,commanding,2025-08-04 09:30:34,
test_endpoint,exclamation,commanding,2025-08-04 09:30:46,
test_endpoint,exclamation,commanding,2025-08-04 09:30:57,
test_endpoint,exclamation,commanding,2025-08-04 09:31:08,
test_endpoint,exclamation,commanding,2025-08-04 09:31:18,
test_endpoint,exclamation,commanding,2025-08-04 09:31:30,
test_endpoint,exclamation,commanding,2025-08-04 09:31:40,
test_endpoint,exclamation,commanding,2025-08-04 09:31:52,
test_endpoint,exclamation,commanding,2025-08-04 09:32:03,
test_endpoint,exclamation,commanding,2025-08-04 09:32:14,
test_endpoint,exclamation,commanding,2025-08-04 09:32:25,
test_endpoint,exclamation,commanding,2025-08-04 09:32:36,
test_endpoint,exclamation,commanding,2025-08-04 09:32:48,
test_endpoint,exclamation,commanding,2025-08-04 09:33:01,
test_endpoint,exclamation,commanding,2025-08-04 09:33:12,
test_endpoint,exclamation,commanding,2025-08-04 09:33:24,
test_endpoint,exclamation,commanding,2025-08-04 09:33:36,
test_endpoint,exclamation,commanding,2025-08-04 09:33:48,
test_endpoint,exclamation,commanding,2025-08-04 09:34:00,
test_endpoint,exclamation,commanding,2025-08-04 09:34:12,
test_endpoint,exclamation,commanding,2025-08-04 09:34:24,
test_endpoint,exclamation,commanding,2025-08-04 09:34:36,
test_endpoint,exclamation,commanding,2025-08-04 09:34:50,
test_endpoint,exclamation,commanding,2025-08-04 09:35:02,
test_endpoint,exclamation,commanding,2025-08-04 09:35:14,
test_endpoint,exclamation,commanding,2025-08-04 09:35:26,
test_endpoint,exclamation,commanding,2025-08-04 09:35:41,
test_endpoint,exclamation,commanding,2025-08-04 09:35:53,
test_endpoint,exclamation,commanding,2025-08-04 09:36:05,
test_endpoint,exclamation,commanding,2025-08-04 09:36:18,
test_endpoint,exclamation,commanding,2025-08-04 09:36:29,
test_endpoint,exclamation,commanding,2025-08-04 09:36:42,
test_endpoint,exclamation,commanding,2025-08-04 09:36:54,
test_endpoint,exclamation,commanding,2025-08-04 09:37:06,
test_endpoint,exclamation,commanding,2025-08-04 09:37:17,
test_endpoint,exclamation,commanding,2025-08-04 09:37:28,
test_endpoint,exclamation,commanding,2025-08-04 09:37:40,
test_endpoint,exclamation,commanding,2025-08-04 09:37:56,
test_endpoint,exclamation,commanding,2025-08-04 09:38:11,
test_endpoint,exclamation,commanding,2025-08-04 09:38:22,
test_endpoint,exclamation,commanding,2025-08-04 09:38:34,
test_endpoint,exclamation,commanding,2025-08-04 09:38:45,
test_endpoint,exclamation,commanding,2025-08-04 09:38:55,
test_endpoint,exclamation,commanding,2025-08-04 09:39:07,
test_endpoint,exclamation,commanding,2025-08-04 09:39:19,
test_endpoint,exclamation,commanding,2025-08-04 09:39:32,
test_endpoint,exclamation,commanding,2025-08-04 09:39:46,
test_endpoint,exclamation,commanding,2025-08-04 09:39:57,
test_endpoint,exclamation,commanding,2025-08-04 09:40:08,
test_endpoint,exclamation,commanding,2025-08-04 09:40:22,
test_endpoint,exclamation,commanding,2025-08-04 09:40:39,
test_endpoint,exclamation,commanding,2025-08-04 09:40:56,
test_endpoint,exclamation,commanding,2025-08-04 09:41:08,
test_endpoint,exclamation,commanding,2025-08-04 09:41:23,
test_endpoint,exclamation,commanding,2025-08-04 09:41:36,
test_endpoint,exclamation,commanding,2025-08-04 09:41:48,
test_endpoint,exclamation,commanding,2025-08-04 09:42:00,
test_endpoint,exclamation,commanding,2025-08-04 09:42:11,
test_endpoint,exclamation,commanding,2025-08-04 09:42:26,
test_endpoint,exclamation,commanding,2025-08-04 09:42:52,
test_endpoint,exclamation,commanding,2025-08-04 09:43:10,
test_endpoint,exclamation,commanding,2025-08-04 09:43:28,
test_endpoint,exclamation,commanding,2025-08-04 09:43:46,
test_endpoint,exclamation,commanding,2025-08-04 09:44:02,
test_endpoint,exclamation,commanding,2025-08-04 09:44:27,
test_endpoint,exclamation,commanding,2025-08-04 09:44:55,
test_endpoint,exclamation,commanding,2025-08-04 09:45:23,
test_endpoint,exclamation,commanding,2025-08-04 09:45:47,
test_endpoint,exclamation,commanding,2025-08-04 09:46:13,
test_endpoint,exclamation,commanding,2025-08-04 09:46:39,
test_endpoint,exclamation,commanding,2025-08-04 09:47:04,
test_endpoint,exclamation,commanding,2025-08-04 09:47:28,
test_endpoint,exclamation,commanding,2025-08-04 09:47:52,
test_endpoint,exclamation,commanding,2025-08-04 09:48:08,
test_endpoint,exclamation,commanding,2025-08-04 09:48:31,
test_endpoint,exclamation,commanding,2025-08-04 09:48:53,
test_endpoint,exclamation,commanding,2025-08-04 09:49:11,
test_endpoint,exclamation,commanding,2025-08-04 09:49:27,
test_endpoint,exclamation,commanding,2025-08-04 09:49:45,
test_endpoint,exclamation,commanding,2025-08-04 09:50:01,
test_endpoint,exclamation,commanding,2025-08-04 09:50:34,
test_endpoint,exclamation,commanding,2025-08-04 09:51:08,
test_endpoint,exclamation,commanding,2025-08-04 09:51:34,
test_endpoint,exclamation,commanding,2025-08-04 09:52:02,
test_endpoint,exclamation,commanding,2025-08-04 09:52:27,
test_endpoint,exclamation,commanding,2025-08-04 09:52:51,
test_endpoint,exclamation,commanding,2025-08-04 09:53:16,
test_endpoint,exclamation,commanding,2025-08-04 09:53:41,
test_endpoint,exclamation,commanding,2025-08-04 09:54:05,
test_endpoint,exclamation,commanding,2025-08-04 09:54:31,
test_endpoint,exclamation,commanding,2025-08-04 09:54:56,
test_endpoint,exclamation,commanding,2025-08-04 09:55:18,
test_endpoint,exclamation,commanding,2025-08-04 09:55:43,
test_endpoint,exclamation,commanding,2025-08-04 09:56:09,
test_endpoint,exclamation,commanding,2025-08-04 09:56:33,
test_endpoint,exclamation,commanding,2025-08-04 09:56:56,
test_endpoint,exclamation,commanding,2025-08-04 09:57:21,
test_endpoint,exclamation,commanding,2025-08-04 09:57:42,
test_endpoint,exclamation,commanding,2025-08-04 09:58:02,
test_endpoint,exclamation,commanding,2025-08-04 09:58:25,
test_endpoint,exclamation,commanding,2025-08-04 09:58:47,
test_endpoint,exclamation,commanding,2025-08-04 09:59:09,
test_endpoint,exclamation,commanding,2025-08-04 09:59:32,
test_endpoint,exclamation,commanding,2025-08-04 09:59:54,
test_endpoint,exclamation,commanding,2025-08-04 10:00:30,
test_endpoint,exclamation,commanding,2025-08-04 10:00:56,
test_endpoint,exclamation,commanding,2025-08-04 10:01:19,
test_endpoint,exclamation,commanding,2025-08-04 10:01:41,
test_endpoint,exclamation,commanding,2025-08-04 10:02:06,
test_endpoint,exclamation,commanding,2025-08-04 10:02:26,
test_endpoint,exclamation,commanding,2025-08-04 10:02:49,
test_endpoint,exclamation,commanding,2025-08-04 10:03:21,
test_endpoint,exclamation,commanding,2025-08-04 10:03:41,
test_endpoint,exclamation,commanding,2025-08-04 10:04:07,
test_endpoint,exclamation,commanding,2025-08-04 10:04:26,
test_endpoint,exclamation,commanding,2025-08-04 10:04:44,
test_endpoint,exclamation,commanding,2025-08-04 10:05:01,
test_endpoint,exclamation,commanding,2025-08-04 10:05:18,
test_endpoint,exclamation,commanding,2025-08-04 10:05:42,
test_endpoint,exclamation,commanding,2025-08-04 10:06:11,
test_endpoint,exclamation,commanding,2025-08-04 10:06:41,
test_endpoint,exclamation,commanding,2025-08-04 10:07:07,
test_endpoint,exclamation,commanding,2025-08-04 10:07:34,
test_endpoint,exclamation,commanding,2025-08-04 10:07:58,
test_endpoint,exclamation,commanding,2025-08-04 10:08:22,
test_endpoint,exclamation,commanding,2025-08-04 10:08:48,
test_endpoint,exclamation,commanding,2025-08-04 10:09:14,
test_endpoint,exclamation,commanding,2025-08-04 10:09:42,
test_endpoint,exclamation,commanding,2025-08-04 10:10:12,
test_endpoint,exclamation,commanding,2025-08-04 10:10:38,
test_endpoint,exclamation,commanding,2025-08-04 10:11:05,
test_endpoint,exclamation,commanding,2025-08-04 10:11:30,
test_endpoint,exclamation,commanding,2025-08-04 10:11:56,
test_endpoint,exclamation,commanding,2025-08-04 10:12:21,
test_endpoint,exclamation,commanding,2025-08-04 10:12:45,
test_endpoint,exclamation,commanding,2025-08-04 10:13:09,
test_endpoint,exclamation,commanding,2025-08-04 10:13:32,
test_endpoint,exclamation,commanding,2025-08-04 10:13:54,
test_endpoint,exclamation,commanding,2025-08-04 10:14:17,
test_endpoint,exclamation,commanding,2025-08-04 10:14:38,
test_endpoint,exclamation,commanding,2025-08-04 10:15:05,
test_endpoint,exclamation,commanding,2025-08-04 10:15:31,
test_endpoint,exclamation,commanding,2025-08-04 10:15:53,
test_endpoint,exclamation,commanding,2025-08-04 10:16:15,
test_endpoint,exclamation,commanding,2025-08-04 10:16:38,
test_endpoint,exclamation,commanding,2025-08-04 10:17:04,
test_endpoint,exclamation,commanding,2025-08-04 10:17:29,
test_endpoint,exclamation,commanding,2025-08-04 10:17:47,
test_endpoint,exclamation,commanding,2025-08-04 10:18:05,
test_endpoint,exclamation,commanding,2025-08-04 10:18:27,
test_endpoint,exclamation,commanding,2025-08-04 10:18:58,
test_endpoint,exclamation,commanding,2025-08-04 10:19:18,
test_endpoint,exclamation,commanding,2025-08-04 10:53:28,
test_endpoint,exclamation,commanding,2025-08-04 10:54:05,
test_endpoint,exclamation,commanding,2025-08-04 10:54:26,
test_endpoint,exclamation,commanding,2025-08-04 10:54:44,
test_endpoint,exclamation,commanding,2025-08-04 10:55:02,
test_endpoint,exclamation,commanding,2025-08-04 10:55:18,
test_endpoint,exclamation,commanding,2025-08-04 10:55:33,
test_endpoint,exclamation,commanding,2025-08-04 10:55:53,
test_endpoint,exclamation,commanding,2025-08-04 10:56:06,
test_endpoint,exclamation,commanding,2025-08-04 10:56:21,
test_endpoint,exclamation,commanding,2025-08-04 10:58:56,
test_endpoint,exclamation,commanding,2025-08-04 10:59:16,
test_endpoint,exclamation,commanding,2025-08-04 10:59:28,
test_endpoint,exclamation,commanding,2025-08-04 11:00:36,
test_endpoint,exclamation,commanding,2025-08-04 11:00:49,
test_endpoint,exclamation,commanding,2025-08-04 11:01:01,
test_endpoint,exclamation,commanding,2025-08-04 11:01:14,
test_endpoint,exclamation,commanding,2025-08-04 20:07:01,
test_endpoint,exclamation,commanding,2025-08-04 20:09:57,
test_endpoint,exclamation,commanding,2025-08-04 20:13:07,
test_endpoint2,exclamation,commanding,2025-08-04 20:13:25,
test_endpoint3,exclamation,commanding,2025-08-04 20:13:40,
balarke,exclamation,commanding,2025-08-04 20:21:26,
test_endpoint,exclamation,commanding,2025-08-04 20:22:58,
test_endpoint2,exclamation,commanding,2025-08-04 20:25:26,
test_endpoint3,exclamation,commanding,2025-08-04 20:25:45,
test_endpoint,exclamation,commanding,2025-08-04 20:26:01,
test_endpoint2,exclamation,commanding,2025-08-04 20:26:15,
test_endpoint3,exclamation,commanding,2025-08-04 20:26:30,
test_endpoint,exclamation,commanding,2025-08-04 20:29:14,
test_endpoint2,exclamation,commanding,2025-08-04 20:29:30,
test_endpoint3,exclamation,commanding,2025-08-04 20:29:42,
test_endpoint,exclamation,commanding,2025-08-05 19:52:23,
test_endpoint2,exclamation,commanding,2025-08-05 19:52:52,
test_endpoint3,exclamation,commanding,2025-08-05 19:53:09,
test_endpoint,exclamation,commanding,2025-08-05 20:00:33,
test_endpoint,exclamation,commanding,2025-08-05 20:03:48,
test_endpoint2,exclamation,commanding,2025-08-05 20:04:13,
test_endpoint3,exclamation,commanding,2025-08-05 20:04:35,
test_endpoint,exclamation,commanding,2025-08-05 20:19:22,
test_endpoint2,exclamation,commanding,2025-08-05 20:19:38,
test_endpoint3,exclamation,commanding,2025-08-05 20:19:51,
test_endpoint,exclamation,commanding,2025-08-05 20:20:10,
test_endpoint2,exclamation,commanding,2025-08-05 20:20:25,
test_endpoint,exclamation,commanding,2025-08-05 20:32:44,
test_endpoint2,exclamation,commanding,2025-08-05 20:32:57,
test_endpoint3,exclamation,commanding,2025-08-05 20:33:11,
test_endpoint,exclamation,commanding,2025-08-05 20:34:34,
test_endpoint2,exclamation,commanding,2025-08-05 20:34:48,
test_endpoint3,exclamation,commanding,2025-08-05 20:35:00,
test_endpoint,exclamation,commanding,2025-08-05 20:41:06,
test_endpoint2,exclamation,commanding,2025-08-05 20:41:21,
test_endpoint3,exclamation,commanding,2025-08-05 20:41:32,
test_endpoint,exclamation,commanding,2025-08-05 20:49:05,
test_endpoint,exclamation,commanding,2025-08-05 20:49:18,
test_endpoint2,exclamation,commanding,2025-08-05 20:49:29,
tst,exclamation,commanding,2025-08-06 19:08:54,
test_endpoint,exclamation,commanding,2025-08-06 19:33:01,
test_endpoint,exclamation,commanding,2025-08-06 19:55:47,
test_endpoint2,exclamation,commanding,2025-08-06 19:56:02,
test_endpoint3,exclamation,commanding,2025-08-06 19:56:15,
test_endpoint,exclamation,commanding,2025-08-06 19:58:42,
test_endpoint2,exclamation,commanding,2025-08-06 19:59:01,
test_endpoint3,exclamation,commanding,2025-08-06 19:59:14,
test_endpoint,exclamation,commanding,2025-08-06 20:01:45,
test_endpoint,exclamation,commanding,2025-08-06 20:03:20,
test_endpoint2,exclamation,commanding,2025-08-06 20:03:36,
test_endpoint2,exclamation,commanding,2025-08-06 20:03:51,
test_endpoint,exclamation,commanding,2025-08-06 20:07:05,
test_endpoint3,exclamation,commanding,2025-08-06 20:07:23,
test_endpoint2,exclamation,commanding,2025-08-06 20:07:40,
test_endpoint,exclamation,commanding,2025-08-06 20:09:59,
test_endpoint2,exclamation,commanding,2025-08-06 20:10:14,
test_endpoint3,exclamation,commanding,2025-08-06 20:10:26,
test_endpoint,exclamation,commanding,2025-08-06 20:28:18,
test_endpoint3,exclamation,commanding,2025-08-06 20:28:32,
test_endpoint2,exclamation,commanding,2025-08-06 20:28:46,
test_endpoint2,exclamation,commanding,2025-08-06 20:34:38,
test_endpoint2,exclamation,commanding,2025-08-08 20:01:34,
test_endpoint2,exclamation,commanding,2025-08-08 20:02:40,
test_endpoint2,exclamation,commanding,2025-08-08 20:03:49,
test_endpoint2,exclamation,commanding,2025-08-08 20:11:13,
test_endpoint2,exclamation,commanding,2025-08-08 20:12:18,
test_endpoint2,exclamation,commanding,2025-08-09 21:50:19,
testmessagemate,exclamation,commanding,2025-08-15 21:38:09,
testmessagemate,exclamation,commanding,2025-08-15 21:53:02,
Thisisatestmessage.,exclamation,commanding,2025-08-16 20:03:52,
Thisisatestmessage.,exclamation,commanding,2025-08-16 20:07:05,
Thisisatestmessage.,exclamation,commanding,2025-08-16 20:20:29,
Thisisatestmessage.,exclamation,commanding,2025-08-16 20:21:47,
Thisisatestmessage.,exclamation,commanding,2025-08-16 20:28:23,
Thisisatestmessage.,exclamation,commanding,2025-08-17 20:15:10,
Thisisatestmessage.,exclamation,commanding,2025-08-17 20:18:59,
Thisisatestmessage.,exclamation,commanding,2025-08-17 20:50:01,
Thisisatestmessage.,exclamation,commanding,2025-08-17 20:52:48,
Thisisatestmessage.,exclamation,commanding,2025-08-17 21:01:14,
Thisisatestmessage.,exclamation,commanding,2025-08-17 21:07:43,
Thisisatestmessage.,exclamation,commanding,2025-08-17 21:08:31,
Thisisatestmessage.,exclamation,commanding,2025-08-18 21:07:41,
Thisisatestmessage.,exclamation,commanding,2025-08-18 21:09:45,
Thisisatestmessage.,exclamation,commanding,2025-08-19 19:34:58,
Thisisatestmessage.,exclamation,commanding,2025-08-19 19:37:35,
Thisisatestmessage.,exclamation,commanding,2025-08-19 19:40:05,
Thisisatestmessage.,exclamation,commanding,2025-08-19 19:42:38,
Thisisatestmessage.,exclamation,commanding,2025-08-19 19:43:18,
Thisisatestmessage.,exclamation,commanding,2025-08-19 19:46:14,
Thisisatestmessage.,exclamation,commanding,2025-08-19 19:47:02,
Thisisatestmessage.,exclamation,commanding,2025-08-19 20:30:21,
Thisisatestmessage.,exclamation,commanding,2025-08-19 20:33:44,
Thisisatestmessage.,exclamation,commanding,2025-08-20 20:12:06,
Thisisatestmessage.,exclamation,commanding,2025-08-20 20:55:51,NonBusiness_Social
Thisisatestmessage.,exclamation,commanding,2025-08-20 20:58:15,
Thisisatestmessage.,exclamation,commanding,2025-08-20 21:05:24,
Thisisatestmessage.,exclamation,commanding,2025-08-20 21:08:30,NonBusiness_Social
Thisisatestmessage.,exclamation,commanding,2025-08-20 21:11:16,
Thisisatestmessage.,exclamation,commanding,2025-08-21 20:02:07,
Thisisatestmessage.,exclamation,commanding,2025-08-21 20:08:28,Business_eCommerce
Thisisatestmessage.,exclamation,commanding,2025-08-21 20:11:20,Business_eCommerce
Thisisatestmessage.,exclamation,commanding,2025-08-21 20:12:52,Business_Consulting
Thisisatestmessage.,exclamation,commanding,2025-08-21 20:16:26,Business_Education
Thisisatestmessage.,exclamation,commanding,2025-08-21 20:21:28,Business_Consulting
Thisisatestmessage.,exclamation,commanding,2025-08-21 20:32:11,Business_eCommerce
Thisisatestmessage.,statement,informing,2025-08-21 20:35:05,NonBusiness_Entertainment
Thisisatestmessage.,command,commanding,2025-08-21 20:38:44,Business_eCommerce
Thisisatestmessage.,question,comparing,2025-08-21 20:45:21,NonBusiness_Social
Letsgrowabusinessmydudes.,statement,comparing,2025-08-21 20:47:28,Business_Consulting
Letsgrowabusinessmydudes.,statement,comparing,2025-08-21 20:52:14,Business_eCommerce
Letsgrowabusinessmydudes.,exclamation,comparing,2025-08-22 20:32:16,NonBusiness_Entertainment
Letsgrowabusinessmydudes.,exclamation,expressing,2025-08-23 14:30:17,NonBusiness_Social
Letsgrowabusinessmydudes.,statement,informing,2025-08-23 18:48:36,Business_Education
Letsgrowabusinessmydudes.,command,comparing,2025-08-23 20:31:37,Business_eCommerce
Letsgrowabusinessmydudes.,statement,asking,2025-08-23 20:34:13,Business_eCommerce
Letsgrowabusinessmydudes.,question,informing,2025-08-23 20:37:33,Business_Education
Letsgrowabusinessmydudes.,exclamation,expressing,2025-08-23 20:41:42,Business_eCommerce
Letsgrowabusinessmydudes.,statement,asking,2025-08-23 20:43:22,Business_Education
Letsgrowabusinessmydudes.,exclamation,expressing,2025-08-25 20:50:02,Business_Consulting
Letsgrowabusinessmydudes.,command,expressing,2025-08-26 20:44:03,Business_Education
Letsgrowabusinessmydudes.,statement,informing,2025-08-26 20:49:26,Business_Consulting
Letsgrowabusinessmydudes.,question,commanding,2025-08-26 20:59:44,NonBusiness_Entertainment
Letsgrowabusinessmydudes.,exclamation,expressing,2025-08-26 21:03:01,NonBusiness_Entertainment
Letsgrowabusinessmydudes.,command,comparing,2025-08-26 21:06:40,Business_Consulting
Letsgrowabusinessmydudes.,command,commanding,2025-08-26 21:10:05,Business_Consulting
Letsgrowabusinessmydudes.,exclamation,asking,2025-08-27 20:24:10,Business_Consulting
Letsgrowabusinessmydudes.,command,expressing,2025-08-27 20:27:04,Business_Consulting
Letsgrowabusinessmydudes.,exclamation,informing,2025-08-28 20:47:08,Business_Education
Letsgrowabusinessmydudes.,command,expressing,2025-08-28 20:51:33,Business_Education
Letsgrowabusinessmydudes.,exclamation,comparing,2025-08-28 20:55:40,NonBusiness_Social
Letsgrowabusinessmydudes.,exclamation,comparing,2025-08-28 20:56:57,NonBusiness_Entertainment
Letsgrowabusinessmydudes.,command,commanding,2025-08-28 21:04:00,Business_Education
Letsgrowabusinessmydudes.,command,expressing,2025-08-30 21:04:08,Business_Consulting
Letsgrowabusinessmydudes.,command,expressing,2025-08-30 21:05:49,Business_Consulting
Letsgrowabusinessmydudes.,question,informing,2025-08-30 21:07:21,Business_Consulting
Letsgrowabusinessmydudes.,exclamation,expressing,2025-08-30 21:11:01,Business_Consulting
Letsgrowabusinessmydudes.,command,expressing,2025-08-30 21:13:56,Business_Education
Letsgrowabusinessmydudes.,command,informing,2025-08-30 21:17:30,NonBusiness_Entertainment
Onthursdayrosalyndabrogatethecurfew.,statement,expressing,2025-08-31 20:57:56,Business_eCommerce
Networkchurchglassgrowpropertycold.,exclamation,expressing,2025-08-31 21:14:13,NonBusiness_Social
Planabilitystrongfriend.,statement,asking,2025-08-31 21:14:52,Business_Consulting
Boyforwardpowerwidecallstatefast.,command,expressing,2025-08-31 21:15:07,Business_eCommerce
Breakdinnerhimrealitybuildmainnight.,question,informing,2025-08-31 21:15:23,Business_Education
Alreadyfilladministrationmake.,command,commanding,2025-08-31 21:15:38,NonBusiness_Social
Thesespacealonewindcourse.,statement,informing,2025-08-31 21:16:33,Business_Consulting
Improvereadqualitywalkdecadebusiness.,statement,commanding,2025-08-31 21:17:06,Business_eCommerce
Nationalbillionlatecityattacktripside.,exclamation,asking,2025-08-31 21:17:21,Business_Consulting
Researchbecauseatwithoutthisthreebelieve.,statement,expressing,2025-08-31 21:17:36,Business_Consulting
Structurecardgeneralfearrepresentdaughternevercand,exclamation,expressing,2025-08-31 21:17:53,Business_Consulting
Languageletterfederalintoafterglassnews.,exclamation,commanding,2025-08-31 21:18:08,Business_Consulting
Politicalmemberchoicetripaheadoldend.,exclamation,expressing,2025-08-31 21:18:25,Business_Consulting
Fortraditionalpolitical.,exclamation,commanding,2025-08-31 21:18:40,Business_Consulting
Needfreelossyearparticipant.,exclamation,expressing,2025-08-31 21:18:54,Business_Consulting
Worryresponsemanagedescribepractice.,exclamation,expressing,2025-08-31 21:19:08,Business_Consulting
Breakcreatepaintingcollectionthosenotgreenset.,exclamation,commanding,2025-08-31 21:19:23,Business_Consulting
Offeroverbedoctortheirmomentnorth.,exclamation,expressing,2025-08-31 21:19:41,Business_Consulting
Programchargemeasureexplain.,exclamation,commanding,2025-08-31 21:19:56,Business_Consulting
Arguefeelingaccountsave.,exclamation,expressing,2025-08-31 21:20:18,Business_eCommerce
Createbodyfirmwhybusinessstaff.,exclamation,expressing,2025-08-31 21:20:39,Business_Consulting
Recorditselfserioustotaleight.,exclamation,commanding,2025-08-31 21:20:57,Business_Consulting
Kidthanstandtonight.,exclamation,expressing,2025-08-31 21:21:15,Business_Consulting
Askphysicalbehaviorshortwriterdiscussionjoin.,exclamation,expressing,2025-08-31 21:21:33,Business_Consulting
Tooonlyheadok.,exclamation,expressing,2025-08-31 21:21:48,Business_Consulting
Hundredracecentralmonthrecently.,exclamation,commanding,2025-08-31 21:22:04,Business_Consulting
Voicecandogpopulationprofessionalclear.,exclamation,expressing,2025-08-31 21:22:19,Business_Consulting
Churcheverythinggunassumewilleverything.,exclamation,expressing,2025-08-31 21:22:36,Business_Consulting
Collectionreadfindsoldier.,exclamation,expressing,2025-08-31 21:22:52,Business_Consulting
Dinnerfastsinglepayjob.,exclamation,expressing,2025-08-31 21:23:07,Business_Consulting
Coldvoicegoodsocialcreatepracticeeye.,exclamation,expressing,2025-08-31 21:23:27,Business_Consulting
Aroundfundafterpeacerisestockfoot.,exclamation,commanding,2025-08-31 21:23:46,Business_Consulting
Institutionplaywriterrisk.,exclamation,expressing,2025-08-31 21:24:03,Business_Consulting
Messagespringrepresenteverythingfrontseven.,exclamation,commanding,2025-08-31 21:24:54,Business_Consulting
Companyleftblackbeddostyle.,exclamation,expressing,2025-08-31 21:25:26,Business_Consulting
Fiveculturalenter.,exclamation,expressing,2025-08-31 21:25:40,Business_Consulting
Needroomroadpolicy.,exclamation,expressing,2025-08-31 21:25:54,Business_Consulting
Adultdriverise.,exclamation,expressing,2025-08-31 21:26:11,Business_Consulting
Hospitalcouplestrategyneedbehindcovergirl.,exclamation,expressing,2025-08-31 21:26:27,Business_Consulting
Outsidecertainlyworldwrite.,exclamation,expressing,2025-08-31 21:26:42,Business_Consulting
Allownameussufferokfrontpulllive.,exclamation,expressing,2025-08-31 21:26:59,Business_Consulting
Participanttroublepoliceworrybe.,exclamation,commanding,2025-08-31 21:27:26,Business_Consulting
Mayprovidebutcallsitelearn.,exclamation,expressing,2025-08-31 21:27:40,Business_Consulting
Seatevenmorningcentralacceptfactorimage.,exclamation,expressing,2025-08-31 21:27:53,Business_Consulting
Costeatstillamountduringtripprofessional.,exclamation,expressing,2025-08-31 21:28:06,Business_Consulting
Marketnaturalproducthard.,exclamation,expressing,2025-08-31 21:28:19,Business_Consulting
Imagetrialhumanthroughcanpolicy.,exclamation,expressing,2025-08-31 21:28:34,Business_Consulting
Worddrophermemory.,exclamation,expressing,2025-08-31 21:28:49,Business_Consulting
Describeatsoldierreadynoterequirewanttry.,exclamation,expressing,2025-08-31 21:29:03,Business_Consulting
Looktodayfamilyhumanmother.,exclamation,expressing,2025-08-31 21:29:17,Business_Consulting
Southduringcommonthoughincluding.,exclamation,expressing,2025-08-31 21:29:32,Business_Consulting
Upsuchpoliticscontroltax.,exclamation,expressing,2025-08-31 21:29:47,Business_Consulting
Churchtripfatherlistcoupleconcern.,exclamation,expressing,2025-08-31 21:30:00,Business_Consulting
PersonalcameraserveleftMrfinewetreatment.,exclamation,expressing,2025-08-31 21:30:15,Business_Consulting
Internationalpopularwindow.,exclamation,expressing,2025-08-31 21:30:29,Business_Consulting
